Video Id,Video Title_x,Channel Id_x,Channel Title_x,Video Tags_x,Channel Country_x
WJSH3isKuoA,The Best Filipino Singing Comedian| Waleska & Efra react to Kakai Bautista Broadway Musical Medley,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'morissette', 'kz tandingan', 'listen', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy', 'Pinoy Trending', 'Pilipinas Trending', 'Trending Philippines', 'Viral Philippines', 'Pilipinas TV', 'PilipinasTV']",GB
moyCKiESj4E,"TOP Filipino SINGERS! Waleska & Efra react to Daryl Ong, Sam Mangubat, Katrina Velarde, Gigi De Lana",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['gigi de lana', 'daryl ong', 'budakel', 'philippines', 'opm', 'filipino singer', 'filipina', 'filipina singers', 'top 10 viral filipino singers']",GB
xUPYc411duE,Only the Philippines...😭Latinos react to Philippine Madrigal Singers - Izar Ederrak in FRANCE,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW', 'Waleska', 'Waleska Herrera', 'Feature Friday', 'FEATURE FRIDAY EFRA', 'Philippine Madrigal Singers', 'Madz', 'Polyfollia', 'Choir', 'Chorus', 'FEATURE FRIDAY REACTS', 'upms', 'madz', 'ily maniano', 'choir', 'philippine madrigal singers', 'choral music', 'acapella', 'bukas nalang kita mamahlin', 'lani misalucha', 'Philippine', 'Madrigal', 'Singers', '(MADZ)', 'Eres', 'tú', 'Uruguay', 'MADZ', 'Embajada', 'filipina', 'Buenos', 'Aires']",GB
DhM-lafHvTs,These Men will take your Wife😏 | Latinos react to Viral Filipino Singers| Vol 7,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Philippines', 'Filipino', 'karaoke', 'arthur nery', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'feature Friday', 'FEATURE FRIDAY EFRA', 'FEATURE FRIDAY CLIPS', 'top 10', 'top ten reaxtion video']",GB
evIUyVRHfIc,The Next Generation is SCARY!! Waleska & Efra react to Little Filipino Girl singing in MALL,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'Lea Salonga', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'arthur nery', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'morissette', 'kz tandingan', 'listen', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy']",GB
yUfIdxgnUnM,Only in the Philippines... | Latinos react to Viral Filipino Singing TikToks,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'feature Friday', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'top ten reaxtion video', 'who went viral', 'viral video', 'filipino viral', 'Regine Velasquez', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'zack tabudlo', 'pilipina', 'filipino', 'tiktok', 'auditions', 'the voice', 'gma', 'abs', 'juan karlos', 'covers', 'filipino covers', 'vocal coach reacts to filipino singers']",GB
ApTB0sxAEpw,Latinos react to Miss Universe Philippines 2022| Morissette Performing POWER |REACTION!!,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'LATINOS REACT', 'SIBLINGS REACT', 'Waleska', 'Feature Friday', 'Latinos react', 'FEATURE FRIDAY REACTS', 'FEATURE FRIDAY CLIPS', 'FEATURE FRIDAY REVIEW', 'reaction', '9th', 'Morissette', 'Morissette Amon', ""Asia's Phoenix"", 'Miss Universe', 'Philippines', 'Coronation Night', 'Pageant', 'Reaction Video', 'ABS-CBN', 'ABS-CBN Online', 'ABS-CBN Philippines', 'Miss Universe 2022', 'April 30 2022', 'Miss Universe 2022 Highlights', 'Miss Universe 71st Miss Universe', 'Miss Universe Philippines']",GB
7YUERW_rvzI,"Proof that Filipinos CAN speak SPANISH 😎😍| LATINOS react to Vina Morales performs ""Eres Mio"" LIVE",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['wish fm 107.5', 'wish fm', 'wish1075', 'wish 1075', 'wish radio', 'road show', 'roadshow', 'wish', 'live performance', 'unplugged', 'philippines', 'radio station', 'fm', 'wish fm bus', 'wish bus', 'wish 1075 bus', 'wish fm 107.5 bus', 'Wishclusive', 'wish vina morales', 'wish eres mio', 'Hindi Ko Kaya', 'Vina Morales', 'Nasaan ka nang kailangan kita', 'Denise Laurel Songs', 'Hindi ko Kaya Studio', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
d5z3vG74xmY,BRUTAL! Latinos react to Filipino RAP BATTLES for the first time ft Loonie | FLIPTOP,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['fliptop', 'fliptop new', 'fliptop latest', 'unibersikulo', 'loonie', 'loonie vs', 'vs', 'music', 'song', 'rap', 'mark grist', 'red bull', 'redbull', 'philippines', 'filipino', 'tagalog', 'pinoy', 'hiphop', 'rap battle', 'underground', 'anygma', 'stick figgas', 'tagalog rap', 'tagalog rap battle', 'tagalog hiphop', 'pinoy rap', 'pinoy rap battle', 'pinoy hiphop', 'loonie dizaster', 'dizaster', 'flip top', 'flip top battles', 'fliptopbattles', 'fliptop battle']",GB
KNXOzx6mkUE,"Waleska & Efra React to Juan Karlos, Kyle Echarri & "" ABS-CBN Teen Heartthrobs""",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['juan karlos', 'ere', 'reaction', 'waleska', 'latinos react', 'feature friday', 'efra', 'juan karlos reaction', 'filipino song', 'opm', 'philippines', 'filipino rock', 'filipino viral songs']",GB
bHa9LfG38bA,"Latinos react to ""Can FILIPINOS Sing?"" 🤯👀 |REACTION",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Street Singing Superstar', 'Graham Caygill', 'Filipino Singer', 'Filipino Singers', 'Street Singers', 'Ricel Luanzon', 'intramuros singers', 'finding singers in intramuros', 'ricel luanzon superstar', 'finding singers', 'Filipino singers in intramuros', 'graham caygill show', 'can Filipinos sing?', 'top 10 filipino singers', 'filipino viral', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'Viral Filipino', 'Talented pinoys']",GB
oYNHeWjc6EM,The Phillipines Best Choir Has RETURNED! Latinos react to The Madrigal Singers - O Sacrum Convivium,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['BusanChoral', 'BCFC', 'Choir', 'philippine madrigal singers', 'University Of The Philippines Madrigal Singers (Musical Artist)', 'madrigal singers', 'philippines', 'opm', 'filipino', 'viral', 'singer', 'reaction', 'Philippine', 'Madrigal', 'Singers', '(MADZ)', 'Eres', 'tú', 'Uruguay', 'MADZ', 'Embajada', 'filipina', 'Buenos', 'Aires', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
jDxJk9l0Wp4,Hold On a Second...! Waleska & Efra react to Angel Abellar VIRAL Covers of Lady Gaga & Celine Dion,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'Feature Friday', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'Lea Salonga', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'lyrics', 'pilipina', 'filipino', 'tiktok', 'Morissette', 'Stell', 'SB19', 'Katrina Velarde', 'Jona', 'Marcelito Pomoy', 'Darren Espanto', 'opm', 'vocals', 'latino react', 'angel abellar', 'reaction', 'lady gaga', 'celine dion']",GB
v2SAhs5jy4k,Latinos react to Philippines Madrigal Singers. Circle of Life| REACTION,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Elton John/T. Rice', 'A. Piquero', 'Philippine Madigal Singers', 'Mark Anthony A. Carpio', 'Coro de Voces Graves de Madrid', 'Juan Pablo de Juan', 'Choir', 'Chorus', 'Philippine', 'Madrigal', 'Singers', '(MADZ)', 'Eres', 'tú', 'Uruguay', 'MADZ', 'Embajada', 'filipina', 'Buenos', 'Aires', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
acp-2bET9Tk,Waleska & Efra react to Top 10 Filipino singers who went Viral on youtube | 1/2| FIRST TIME REACTION,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
q7w7QXvUVEw,Latinos react to Filipina Girl — Billy Crawford feat. Marcus Davis & James Reid| REACTION 😎🔥,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['vivamusicgroup1', 'OPM', 'Music', 'Songs', 'Entertainment', 'Viva Records', 'Vicor Music', 'Pinoy Pop', 'Ppop', 'OPM Songs', 'Best OPM song', 'nadine', 'lustre', 'coleen', 'garcia', 'amber', 'davis', 'james reid', 'Billy', 'Crawford', 'Filipina', 'pretty', 'Careless', 'James', 'James Reid', 'Visualizer', 'Careless Music', 'Reid', 'Manila', 'Soda', '#JamesSodaMV', 'philippines', 'James Reid Soda', 'Pop', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
JP12qxJQKDk,"Trust Me, They'll take over the world next!  Waleska & Efra to SB19 Asia Artist Awards 2023",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['feature Friday', 'filipino viral', 'OPM', 'Philippines', 'sb19', 'reaction', 'waleska', 'efra', 'Waleska Herrera', 'SB19', ""A'tin"", 'SB19 Mapa', 'Ppop', 'Filipino Pop', 'music', 'opm', 'justin', 'stell', 'josh', 'filipino music', 'official sb19', 'sb19 ken', 'sb19 josh', 'sb19 stell', 'sb19 youtube', 'sb19 videos', 'sb19 performances', 'crimzone', 'gento', 'sb19 aaa', 'aaa 2023', 'aaa2023', '&amp;team aaa2023', 'sb19 aaa2023', 'aaa2023 sb19', 'aaa2023 &amp;team', 'aaa 2023 &amp;team', 'aaa 2023 sb19', 'mahalima', 'mahalima aaa', 'mahalima aaa2023', '2023', 'gento aaa2023']",GB
F6it4K33C-o,"In the Philippines, the crowd sings FOR YOU! Latinos react to INSANE Filipino LIVE CROWDS",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Ben and Ben', 'Ben&amp;Ben busking', 'Paolo Guico', 'Miguel Gueco', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'feature Friday', 'FEATURE FRIDAY REVIEW', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'arthur nery', 'sb19', 'abs cbn', 'juan karlos', 'pinay', 'pinoy', 'reaction', 'waleska', 'efra', 'tiktok']",GB
rxxIlxGqOvI,Listenting to Chavacano for the first time 🇵🇭| Latinos react to Maldita — Porque,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['OPM', 'Music', 'Songs', 'Entertainment', 'Porque', 'Maldita', 'Viva Records', 'Original Pilipino Music', 'band', 'lovesong', 'Official Music Video', 'Geraldine Lim', 'Chavacano-Tagalog song', 'chavacano', 'zamboanga music', 'vispop', 'bisdak', 'south music', 'philippines', 'regional pinoy', 'opm hitsong', 'Pop', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
OKejnARrorc,ONLY IN THE PHILIPPINES!! Waleska & Efra react to STRANGERS Singing Together | Limuel Llanes,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'Lea Salonga', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'arthur nery', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'morissette', 'kz tandingan', 'listen', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy']",GB
crsuIRAr0rE,POV You Graduate in the Philippines |Latinos React to Filipino Student's Graduation Singing SB19,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Ben and Ben', 'Ben&amp;Ben busking', 'Paolo Guico', 'Miguel Gueco', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'feature Friday', 'FEATURE FRIDAY REVIEW', 'vocal coach reacts', 'top 10 filipino singers', 'top ten reaxtion video', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'arthur nery', 'sb19', 'abs cbn', 'juan karlos', 'pinay', 'pinoy', 'reaction', 'waleska', 'efra', 'tiktok']",GB
6PgoxhEjKS0,Latinos react to Filipino COUNTRY Singing Trio - The singing Torogis 🎙,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'FEATURE FRIDAY CLIPS', 'Reaction', 'feature Friday', 'latinos react', 'The Singing Torogis', 'country music', 'FEATURE FRIDAY REVIEW', 'Search for the Idol Philippines', 'Idol Philippines', 'Idol Philippines 2019', 'Idol Philippines Auditions', 'Idol Premier', 'IdolPH', 'Idol Philippines April 21 2019', 'Juancho Gabriel', 'Your Man', 'Josh Turner', 'Juancho Gabriel Idol auditions']",GB
dh5czgZJIwo,So Graduations are a musical in the Phillippines...Latinos react to Students AWESOME Singing,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Ben and Ben', 'Ben&amp;Ben busking', 'Paolo Guico', 'Miguel Gueco', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'feature Friday', 'FEATURE FRIDAY REVIEW', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'arthur nery', 'sb19', 'abs cbn', 'juan karlos', 'pinay', 'pinoy', 'reaction', 'waleska', 'efra', 'tiktok']",GB
V4TxG7fVYUo,Spanish is WAY too EASY for Filipinos😭 | Latinos react to Filipina rapping in SPANISH,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['myx', 'philippines', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY REVIEW', 'live performance', 'Tarsier Music', 'OPM', 'Philippines', 'catching feelings tiktok', 'SIBLINGS REACT', 'Feature Friday', 'Waleska Herrera', 'FEATURE FRIDAY EFRA', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'FEATURE FRIDAY CLIPS']",GB
HoPSiXZpoF4,Latinos react to Philippines's Miss Universe Contestants SINGING!,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['ABS-CBN', 'ABS-CBN Philippines', 'smilee', 'smilee Apparel', 'Empire.PH', 'Xian Lim', 'Zozibini Tunzi', 'Maureen Montagne', 'Tim Yap', 'Nam Woo-Hyun', 'Jessica Sanchez', ""R'Bonney Gabriel"", 'Miss Universe Philippines 2023 Live', 'Miss Universe Philippines 2023', 'Miss Universe Philippines', 'MUPH', 'MUPH 2023', 'Miss Universe ABS-CBN', 'MUPH Live', 'Pauline Amelinckx', 'Jannarie Zarzoso', 'Angelique Manto', 'MUPH Evening Gown', 'MUPH Top 5', 'Princess Anne Marcos', 'Airishh Ramos', 'reaction', 'waleska']",GB
71BQ4YNhVxA,Karaoke SUPREMACY! Waleska & Efra react to RANDOM Singing of 'The Prayer' in Filipino MALL!,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['MBFeature', 'MBNews', 'Manila Bulletin', 'Philippines', 'Viral', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'feature Friday', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'arthur nery', 'sb19', 'abs cbn', 'jayda', 'zephanie', 'sb19 pablo', 'dance', 'dance trend']",GB
K-rtaegZYkE,The Filipino After Dinner Singing Menace| Waleska & Efra react to Limuel LLanes - Air Supply (cover),UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'Lea Salonga', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'arthur nery', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'morissette', 'kz tandingan', 'listen', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy']",GB
iAAB_4LgB14,This OPM is Exquisite 🤩 |Waleska & Efra react to SunKissed Lola - Pasilyo for the first tim,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['wish fm 107.5', 'wish fm', 'wish1075', 'wish 1075', 'wish radio', 'road show', 'roadshow', 'wish', 'live performance', 'unplugged', 'philippines', 'radio station', 'fm', 'wish fm bus', 'wish bus', 'wish 1075 bus', 'wish fm 107.5 bus', 'Wishclusive', 'wishcovery', 'OPM', 'Music', 'Songs', 'Entertainment', 'Pinoy Pop', 'Ppop', 'OPM Songs', 'Best OPM song', 'Pop', 'FEATURE FRIDAY', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW', 'sun kissed lola', 'pasilyo', 'SunKissed', 'Lola', 'Pasilyo', 'Independent']",GB
_UgMjYOmuZI,Latinos react to Viral singer sa inuman pt1 😱,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW', 'Waleska', 'opm', 'filipino music', 'covers philippines', 'filipino covers', 'lady gaga', 'opm songs', 'opm song covers', 'new year playlist', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'who went viral', 'viral video', 'youtube viral video', 'filipino viral', 'FEATURE FRIDAY REACTS']",GB
rSlt7kxx1fk,Waleska & Efra react to The Evolution Of Filipino Music (1500 -2020),UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['regine velasquez', 'regine velasquez dadalhin live', 'regine velasquez live', 'live concert', 'regine concert', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'SIBLINGS REACT', 'Feature Friday', 'Waleska Herrera', 'FEATURE FRIDAY EFRA', 'LATINOS REACT', 'philippines', ""asia's songbird"", 'regine wish', 'wish regine v', 'araw gabi', 'araw-gabi', 'regine song', 'opm', 'bamboo', 'react', 'tatsulok', 'filipino', 'viral', 'tiktok', 'filipina', 'jaya', 'sarah geronimo', 'kyla', 'moira de la torre', 'gary v', 'reaction', 'filipino singers']",GB
vLZ0q5eV2Uw,They FLY! 😭🤯 Waleska & Efra react NU Pep Squad For the First Time,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['phoenix sy', 'Phoenix Sy', 'uaap cdc 2019', 'uaap cheerdance', 'nu pep squad 2019', 'national university', 'pike open double', 'stunts', 'pyramids', 'tosses', 'tumblings', 'dance', 'ICU', 'cheerleading', 'cheerleader', 'Philippines', 'hhi', 'Gold Medalist UPeepz - Philippines in the MegaCrew Diviison', 'MegaCrew Division Gold Medalist UPeepz', 'pilipina mega crew hhi', 'BEST OF PHILIPPINE DANCERS', 'philippines', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT']",GB
_GbBvDWLMn4,"Filipino BISAYAN ROCK FOR THE FIRST TIME| Latinos react to Missing Filemon performs ""Sine-Sine"" LIVE",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['regine velasquez', 'reaction', 'london', 'waleska', 'efra', 'feature friday', 'regine velasquez reaction', 'latinos react', 'opm', 'filipina', 'philippines', 'lea salonga', 'morissette amon', 'OPM Songs', 'OPM love song', 'OPM Hits Medley', 'Hardest Songs', 'OPM playlist', 'Regine Velasquez', 'Katrina Velarde', 'Sarah Geronimo', 'Morissette Amon', 'filipino covers', 'viral filipino singing', 'aicelle santos', 'kyla', 'filipino']",GB
qRD-e9S9IgU,"Latinos react to Philippine Madrigal Singers for the FIRST TIME |""Eres tú"" live in Uruguay|REACTION",UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Philippine', 'Madrigal', 'Singers', '(MADZ)', 'Eres', 'tú', 'Uruguay', 'MADZ', 'Embajada', 'filipina', 'Buenos', 'Aires', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
gvZQWaSkUyk,The Philippines is Just Different Man...| Latinos react to Philippine Army Band,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'FEATURE FRIDAY REVIEW', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'Lea Salonga', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'arthur nery', 'filipino kid', 'foreigner reacts to philippines', 'morissette', 'kz tandingan', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy', 'wish bus', 'philippines army']",GB
IuOpZs9lo6I,Waleska & Efra react to UNREAL PHILIPPINES LIVE CROWD Singing ft One Republic & Jacob Collier,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['Ben and Ben', 'Ben&amp;Ben busking', 'Paolo Guico', 'Miguel Gueco', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'SIBLINGS REACT', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'feature Friday', 'vocal coach reacts', 'top 10', 'top 10 filipino singers', 'top ten reaxtion video', 'viral video', 'youtube viral video', 'filipino viral', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'lyrics', 'arthur nery', 'sb19', 'pinay', 'pinoy', 'reaction', 'waleska', 'efra', 'tiktok', 'jacob collier', 'one republic', 'regine velasquez']",GB
plIRuVCIHoo,THIS is what makes FILIPINO RAP so special|Latinos react to JuanThugs n Harmony Bakit Ngayon Ka Lang,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['wish fm 107.5', 'wish fm', 'wish1075', 'wish 1075', 'wish radio', 'road show', 'roadshow', 'wish', 'live performance', 'unplugged', 'philippines', 'radio station', 'fm', 'wish fm bus', 'wish bus', 'wish 1075 bus', 'wish fm 107.5 bus', 'Wishclusive', 'wishcovery', 'FEATURE FRIDAY', 'FEATURE FRIDAY PODCAST', 'FEATURE FRIDAY REACTS', 'LATINOS REACT', 'FEATURE FRIDAY CLIPS', 'SIBLINGS REACT', 'FEATURE FRIDAY REVIEW']",GB
P6yTSOL8aLA,Latinos react to Filipino Singing Karaoke with PERFECT WHISTLE NOTE!,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,"['FEATURE FRIDAY', 'LATINOS REACT', 'Feature Friday', 'Reaction', 'Waleska Herrera', 'vocal coach reacts', 'top 10 filipino singers', 'viral video', 'youtube viral video', 'filipino viral', 'Regine Velasquez', 'OPM', 'Philippines', 'Filipino', 'sa inuman', 'karaoke', 'zack tabudlo', 'filipino kid', 'foreigner reacts to philippines', 'harana', 'morissette', 'kz tandingan', 'listen', 'beyonce', 'tiktok', 'filipino tiktok', 'Pinoy', 'Pinoy Trending', 'Pilipinas Trending', 'Trending Philippines', 'Viral Philippines', 'Pilipinas TV', 'PilipinasTV']",GB
